AMC,AMFICode,Scheme Name,Scheme Type,AMFI Scheme Category,Scheme NAV Name,Scheme Category,Sub Category,Fundtype,PlanType,ISIN Div Payout / ISIN Growth,ISIN Div Reinvestment,Launch Date,Closure Date,Scheme Minimum Amount,isPrimary
ICICI Prudential Asset Management Company Limited,118897,ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months - Direct Plan - Dividend,,Income,DE,Direct,INF109K01J14,,07-Jan-2013,,5000.0,N
ICICI Prudential Asset Management Company Limited,118898,ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months - Cumulative,,Income,DE,Regular,INF109K01I80,,07-Jan-2013,,5000.0,N
ICICI Prudential Asset Management Company Limited,118899,ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months - Dividend,,Income,DE,Regular,INF109K01J06,,07-Jan-2013,,5000.0,N
ICICI Prudential Asset Management Company Limited,118900,ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund III - PLAN D - 36 Months - Direct Plan - Cumulative,,Income,DE,Direct,INF109K01I98,,07-Jan-2013,,5000.0,N
Tata Asset Management Limited,101224,Tata Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,Tata Dynamic Bond Fund- Regular Plan - Payout of IDCW Option,Debt,Dynamic Bond,DE,Regular,INF277K01DE0,INF277K01352,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,101909,Tata Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,Tata Dynamic Bond Fund- Regular Plan - Growth Option,Debt,Dynamic Bond,DE,Regular,INF277K01360,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119097,Tata Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,Tata Dynamic Bond Fund- Direct Plan-Growth Option,Debt,Dynamic Bond,DE,Direct,INF277K01MV5,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119098,Tata Dynamic Bond Fund,Open Ended,Debt Scheme - Dynamic Bond,Tata Dynamic Bond- Direct Plan - Payout of IDCW Option,Debt,Dynamic Bond,DE,Direct,INF277K01MT9,INF277K01MU7,01-Jan-2013,,5000.0,N
Tata Asset Management Limited,101605,Tata Medium Term Fund,Open Ended,Debt Scheme - Medium Duration Fund,Tata Medium Term Fund- Regular Plan - Payout of IDCW option,Debt,Medium Duration Fund,DE,Regular,INF277K01DW2,INF277K01709,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,101703,Tata Medium Term Fund,Open Ended,Debt Scheme - Medium Duration Fund,Tata Medium Term Fund -Regular Plan - Growth Option,Debt,Medium Duration Fund,DE,Regular,INF277K01717,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119126,Tata Medium Term Fund,Open Ended,Debt Scheme - Medium Duration Fund,Tata Medium Term Fund- Direct Plan - Payout of IDCW Option,Debt,Medium Duration Fund,DE,Direct,INF277K01PG9,INF277K01PH7,01-Jan-2013,,5000.0,N
Tata Asset Management Limited,119127,Tata Medium Term Fund,Open Ended,Debt Scheme - Medium Duration Fund,Tata Medium Term Fund- Direct Plan- Growth Option,Debt,Medium Duration Fund,DE,Direct,INF277K01PI5,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,100475,Tata Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Tata Large Cap Fund -Regular Plan - Growth Option,Equity,Large Cap Fund,DE,Regular,INF277K01931,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,102036,Tata Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Tata Large Cap Fund- Regular Plan - Payout of IDCW Option,Equity,Large Cap Fund,DE,Regular,INF277K01EG3,INF277K01923,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119159,Tata Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Tata Large Cap Fund- Direct Plan - Payout of IDCW Option,Equity,Large Cap Fund,DE,Direct,INF277K01QX2,INF277K01QY0,01-Jan-2013,,5000.0,N
Tata Asset Management Limited,119160,Tata Large Cap Fund,Open Ended,Equity Scheme - Large Cap Fund,Tata Large Cap Fund -Direct Plan Growth Option,Equity,Large Cap Fund,DE,Direct,INF277K01QZ7,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,100415,Tata Ethical Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata Ethical Fund-Regular Plan - Growth Option,Equity,Sectoral/ Thematic,DE,Regular,INF277K01956,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,101833,Tata Ethical Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata Ethical Fund- Regular Plan - Payout of IDCW Option,Equity,Sectoral/ Thematic,DE,Regular,INF277K01EH1,INF277K01949,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119171,Tata Ethical Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata Ethical Fund- Direct Plan - Payout of IDCW Option,Equity,Sectoral/ Thematic,DE,Direct,INF277K01NE9,INF277K01NF6,01-Jan-2013,,5000.0,N
Tata Asset Management Limited,119172,Tata Ethical Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata Ethical Fund -Direct Plan- Growth Option,Equity,Sectoral/ Thematic,DE,Direct,INF277K01NG4,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,102326,Tata Mid Cap Growth Fund,Open Ended,Equity Scheme - Mid Cap Fund,Tata Mid Cap Growth Fund-Regular Plan - IDCW Option,Equity,Mid Cap Fund,DE,Regular,INF277K01DS0,INF277K01642,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,102328,Tata Mid Cap Growth Fund,Open Ended,Equity Scheme - Mid Cap Fund,Tata Mid Cap Growth Fund Regular Plan- Growth Option,Equity,Mid Cap Fund,DE,Regular,INF277K01626,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119177,Tata Mid Cap Growth Fund,Open Ended,Equity Scheme - Mid Cap Fund,Tata Mid Cap Growth Fund - Direct Plan- IDCW Option,Equity,Mid Cap Fund,DE,Direct,INF277K01PW6,INF277K01PX4,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119178,Tata Mid Cap Growth Fund,Open Ended,Equity Scheme - Mid Cap Fund,Tata Mid Cap Growth Fund - Direct Plan- Growth Option,Equity,Mid Cap Fund,DE,Direct,INF277K01PY2,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,101823,Tata Large & Mid Cap Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Tata Large & Mid Cap Fund Regular Plan - Payout of IDCW Option,Equity,Large and Mid Cap Fund,DE,Regular,INF277K01DH3,INF277K01410,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,101824,Tata Large & Mid Cap Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Tata Large & Mid Cap Fund- Regular Plan - Growth Option,Equity,Large and Mid Cap Fund,DE,Regular,INF277K01428,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119201,Tata Large & Mid Cap Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Tata Large & Mid Cap Fund Direct Plan - Payout of IDCW Option,Equity,Large and Mid Cap Fund,DE,Direct,INF277K01MI2,INF277K01MJ0,01-Jan-2013,,5000.0,N
Tata Asset Management Limited,119202,Tata Large & Mid Cap Fund,Open Ended,Equity Scheme - Large & Mid Cap Fund,Tata Large & MId Cap Fund -Direct Plan- Growth Option,Equity,Large and Mid Cap Fund,DE,Direct,INF277K01MK8,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,101672,Tata Equity P/E Fund,Open Ended,Equity Scheme - Value Fund,Tata Equity P/E Fund - Regular Plan -Growth Option,Equity,Value Fund,DE,Regular,INF277K01451,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,102428,Tata Equity P/E Fund,Open Ended,Equity Scheme - Value Fund,Tata Equity P/E Fund Regular Plan - Payout of IDCW-Option B(10%),Equity,Value Fund,DE,Regular,INF277K01DJ9,INF277K01444,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,112218,Tata Equity P/E Fund,Open Ended,Equity Scheme - Value Fund,Tata Equity P/E Fund - Regular Plan - Payout of IDCW-Option A(5%),Equity,Value Fund,DE,Regular,INF277K01DI1,INF277K01436,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119231,Tata Equity P/E Fund,Open Ended,Equity Scheme - Value Fund,Tata Equity P/E Fund -Direct Plan Growth Option,Equity,Value Fund,DE,Direct,INF277K01ND1,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119232,Tata Equity P/E Fund,Open Ended,Equity Scheme - Value Fund,Tata Equity P/E Fund- Direct Plan -Payout of IDCW-Option A(5%),Equity,Value Fund,DE,Direct,INF277K01MZ6,INF277K01NA7,01-Jan-2013,,5000.0,N
Tata Asset Management Limited,119233,Tata Equity P/E Fund,Open Ended,Equity Scheme - Value Fund,Tata Equity P/E Fund- Direct Plan - Payout of IDCW -Option B(10%),Equity,Value Fund,DE,Direct,INF277K01NB5,INF277K01NC3,01-Jan-2013,,5000.0,N
Tata Asset Management Limited,101766,Tata Infrastructure Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata Infrastructure Fund-Regular Plan- Growth Option,Equity,Sectoral/ Thematic,DE,Regular,INF277K01782,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,101852,Tata Infrastructure Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,TATA Infrastructure Fund Regular Plan - Payout of IDCW Option,Equity,Sectoral/ Thematic,DE,Regular,INF277K01DY8,INF277K01774,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119243,Tata Infrastructure Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata Infrastructure Fund -Direct Plan -Growth Option,Equity,Sectoral/ Thematic,DE,Direct,INF277K01PQ8,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119244,Tata Infrastructure Fund,Open Ended,Equity Scheme - Sectoral/ Thematic,Tata Infrastructure Fund- Direct Plan - Payout of IDCW Option,Equity,Sectoral/ Thematic,DE,Direct,INF277K01PO3,INF277K01PP0,01-Jan-2013,,5000.0,N
Tata Asset Management Limited,149202,Tata Retirement Savings Fund Progressive Plan,Open Ended,Solution Oriented Scheme - Retirement Fund,Tata Retirement Savings Fund-Progressive Plan-Direct-Growth,Solution Oriented,Retirement Fund,DE,Direct,,,07-Oct-2011,,5000.0,Y
Tata Asset Management Limited,149203,Tata Retirement Savings Fund Progressive Plan,Open Ended,Solution Oriented Scheme - Retirement Fund,Tata Retirement Savings Fund-Progressive Plan-Regular-Growth,Solution Oriented,Retirement Fund,DE,Regular,,,07-Oct-2011,,5000.0,Y
Tata Asset Management Limited,115942,Tata Retirement Savings Fund-Progressive Plan,Open Ended,Solution Oriented Scheme - Retirement Fund,Tata Retirement Savings Fund - Progressive Plan -Regular Plan-Growth Option,Solution Oriented,Retirement Fund,DE,Regular,INF277K01FG0,,07-Oct-2011,,5000.0,Y
Tata Asset Management Limited,119251,Tata Retirement Savings Fund-Progressive Plan,Open Ended,Solution Oriented Scheme - Retirement Fund,Tata Retirement Savings Fund- Progressive Plan -Direct Plan-Growth Option,Solution Oriented,Retirement Fund,DE,Direct,INF277K01QO1,,07-Oct-2011,,5000.0,Y
Tata Asset Management Limited,101746,Tata S&P BSE Sensex Index Fund,Open Ended,Other Scheme - Index Funds,Tata S&P BSE Sensex Index Fund -Regular Plan,Other,Index Funds,DE,Regular,INF277K01758,,03-Feb-2003,,5000.0,Y
Tata Asset Management Limited,119287,Tata S&P BSE Sensex Index Fund,Open Ended,Other Scheme - Index Funds,Tata S&P BSE Sensex Index Fund - Direct Plan,Other,Index Funds,DE,Direct,INF277K01PK1,,03-Feb-2003,,5000.0,N
Tata Asset Management Limited,101491,Tata Young Citizens Fund,Open Ended,Solution Oriented Scheme - Children s Fund,Tata Young Citizens' Fund -Regular Plan-Growth Option,Solution Oriented,Children s Fund,DE,Regular,INF277K01AJ5,,01-Jan-2013,,500.0,Y
Tata Asset Management Limited,119312,Tata Young Citizens Fund,Open Ended,Solution Oriented Scheme - Children s Fund,Tata Young Citizens' Fund-Direct Plan-Growth Option,Solution Oriented,Children s Fund,DE,Direct,INF277K01QW4,,01-Jan-2013,,500.0,Y
Tata Asset Management Limited,101847,Tata Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,Tata Money Market Fund-Regular Plan - Growth Option,Debt,Money Market Fund,DE,Regular,INF277K01LQ7,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,101986,Tata Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,Tata Money Market Fund- Regular Plan - Daily Reinvestment of IDCW Option,Debt,Money Market Fund,DE,Regular,INF277K014C0,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119421,Tata Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,Tata Money Market Fund- Direct Plan - Daily Reinvestment of IDCW Option,Debt,Money Market Fund,DE,Direct,INF277K011C6,,01-Jan-2013,,5000.0,N
Tata Asset Management Limited,119424,Tata Money Market Fund,Open Ended,Debt Scheme - Money Market Fund,Tata Money Market Fund- Direct Plan- Growth Option,Debt,Money Market Fund,DE,Direct,INF277K01PR6,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,101714,Tata Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Tata Liquid Fund- Regular Plan - Daily Reinvestment of IDCW Option,Debt,Liquid Fund,DE,Regular,INF277K011D4,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,102672,Tata Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Tata Liquid Fund -Regular Plan - Growth Option,Debt,Liquid Fund,DE,Regular,INF277K01YD8,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119861,Tata Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Tata Liquid Fund- Direct Plan-Growth Option,Debt,Liquid Fund,DE,Direct,INF277K01YE6,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119862,Tata Liquid Fund,Open Ended,Debt Scheme - Liquid Fund,Tata Liquid Fund- Direct Plan - Daily Reinvestment of IDCW Option,Debt,Liquid Fund,DE,Direct,INF277K012D2,,01-Jan-2013,,5000.0,N
Tata Asset Management Limited,103158,Tata Treasury Advantage Fund,Open Ended,Debt Scheme - Low Duration Fund,Tata Treasury Advantage Fund Regular Plan - Weekly Payout of IDCW Option,Debt,Low Duration Fund,DE,Regular,INF277K01MD3,INF277K01MB7,01-Jan-2013,,10000.0,Y
Tata Asset Management Limited,119957,Tata Treasury Advantage Fund,Open Ended,Debt Scheme - Low Duration Fund,Tata Treasury Advantage Fund Direct Plan - Periodic Payout of IDCW Option,Debt,Low Duration Fund,DE,Direct,INF277K01OL2,INF277K01OM0,01-Jan-2013,,10000.0,N
Tata Asset Management Limited,103159,Tata Treasury Advantage Fund,Open Ended,Debt Scheme - Low Duration Fund,Tata Treasury Advantage Fund - Regular Plan - Growth Option,Debt,Low Duration Fund,DE,Regular,INF277K01MA9,,01-Jan-2013,,10000.0,Y
Tata Asset Management Limited,103160,Tata Treasury Advantage Fund,Open Ended,Debt Scheme - Low Duration Fund,Tata Treasury Advantage Fund Regular Plan - Daily Reinvestment of IDCW Option,Debt,Low Duration Fund,DE,Regular,INF277K01LZ8,,01-Jan-2013,,10000.0,Y
Tata Asset Management Limited,115464,Tata Treasury Advantage Fund,Open Ended,Debt Scheme - Low Duration Fund,Tata Treasury Advantage Fund Regular Plan - Periodic Payout of IDCW Option,Debt,Low Duration Fund,DE,Regular,INF277K01MC5,INF277K01ME1,01-Jan-2013,,10000.0,Y
Tata Asset Management Limited,119863,Tata Treasury Advantage Fund,Open Ended,Debt Scheme - Low Duration Fund,Tata Treasury Advantage Fund - Direct Plan - Growth Option,Debt,Low Duration Fund,DE,Direct,INF277K01OK4,,01-Jan-2013,,10000.0,Y
Tata Asset Management Limited,119864,Tata Treasury Advantage Fund,Open Ended,Debt Scheme - Low Duration Fund,Tata Treasury Advantage Fund Direct Plan - Daily Reinvestment of IDCW Option,Debt,Low Duration Fund,DE,Direct,INF277K018B3,,01-Jan-2013,,10000.0,N
Tata Asset Management Limited,119865,Tata Treasury Advantage Fund,Open Ended,Debt Scheme - Low Duration Fund,Tata Treasury Advantage Fund Direct Plan - Weekly Payout of IDCW Option,Debt,Low Duration Fund,DE,Direct,INF277K019B1,INF277K010C8,01-Jan-2013,,10000.0,N
Tata Asset Management Limited,100417,Tata Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Tata Income Fund-Regular Plan - Half Yearly Payout of IDCW Option,Debt,Medium to Long Duration Fund,DE,Regular,INF277K01DU6,INF277K01675,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,100418,Tata Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Tata Income Fund -Regular Plan - Growth Option,Debt,Medium to Long Duration Fund,DE,Regular,INF277K01659,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,101186,Tata Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Tata Income Fund- Regular Plan - Periodic Payout of IDCW Option,Debt,Medium to Long Duration Fund,DE,Regular,INF277K01DT8,INF277K01667,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119875,Tata Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,TATA Income Fund Direct Plan - Periodic Payout of Income Distribution cum capital withdrawal option ,Debt,Medium to Long Duration Fund,DE,Direct,INF277K01PC8,INF277K01PD6,01-Jan-2013,,5000.0,N
Tata Asset Management Limited,119876,Tata Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,Tata Income Fund - Direct Plan - Growth Option,Debt,Medium to Long Duration Fund,DE,Direct,INF277K01OY5,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119877,Tata Income Fund,Open Ended,Debt Scheme - Medium to Long Duration Fund,TATA Income Fund-Direct Plan - Half Yearly Payout of IDCW Option,Debt,Medium to Long Duration Fund,DE,Direct,INF277K01PA2,INF277K01PB0,01-Jan-2013,,5000.0,N
Tata Asset Management Limited,101547,Tata Short Term Bond Fund,Open Ended,Debt Scheme - Short Duration Fund,Tata Short Term Bond Fund- Regular Plan - Monthly Payout of IDCW Option,Debt,Short Duration Fund,DE,Regular,INF277K01EI9,INF277K01964,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,101548,Tata Short Term Bond Fund,Open Ended,Debt Scheme - Short Duration Fund,Tata Short Term Bond Fund -Regular Plan- Growth Option,Debt,Short Duration Fund,DE,Regular,INF277K01972,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119949,Tata Short Term Bond Fund,Open Ended,Debt Scheme - Short Duration Fund,Tata Short Term Bond Fund - Direct Plan - Growth Option,Debt,Short Duration Fund,DE,Direct,INF277K01QR4,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119950,Tata Short Term Bond Fund,Open Ended,Debt Scheme - Short Duration Fund,Tata Short Term Bond Fund Direct Plan - Monthly Payout of IDCW Option,Debt,Short Duration Fund,DE,Direct,INF277K01QP8,INF277K01QQ6,01-Jan-2013,,5000.0,N
Tata Asset Management Limited,133974,Tata Short Term Bond Fund,Open Ended,Debt Scheme - Short Duration Fund,Tata Short Term Bond Fund- Direct Plan - Periodic Payout of IDCW Option,Debt,Short Duration Fund,DE,Direct,INF277K01P38,INF277K01P46,01-Jan-2013,,5000.0,N
Tata Asset Management Limited,133975,Tata Short Term Bond Fund,Open Ended,Debt Scheme - Short Duration Fund,Tata Short Term Bond Fund- Regular Plan - Periodic Payout of IDCW Option,Debt,Short Duration Fund,DE,Regular,INF277K01P12,INF277K01P20,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,101042,Tata Gilt Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Tata Gilt Securities Fund -Regular Plan- Growth Option,Debt,Gilt Fund,DE,Regular,INF277K01519,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,101049,Tata Gilt Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Tata Gilt Securities Fund - Regular Plan - Payout of IDCW Option,Debt,Gilt Fund,DE,Regular,INF277K01DN1,INF277K01535,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,101945,Tata Gilt Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Tata Gilt Retirement Plan- 28/2/25 Growth Option,Debt,Gilt Fund,DE,Regular,,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,102046,Tata Gilt Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Tata Gilt Retirement Plan (28/2/25) - Payout of IDCW Option,Debt,Gilt Fund,DE,Regular,,,01-Jan-2013,,5000.0,N
Tata Asset Management Limited,119953,Tata Gilt Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Tata Gilt Securities Fund- Direct Plan - Growth Option,Debt,Gilt Fund,DE,Direct,INF277K01OX7,,01-Jan-2013,,5000.0,Y
Tata Asset Management Limited,119954,Tata Gilt Securities Fund,Open Ended,Debt Scheme - Gilt Fund,Tata Gilt Securities Fund - Direct Plan - Payout of IDCW Option,Debt,Gilt Fund,DE,Direct,INF277K01OV1,INF277K01OW9,01-Jan-2013,,5000.0,N
Nippon Life India Asset Management Limited,120798,Nippon India Yearly Interval Fund - Series 1,Interval Fund,Income,Nippon India Yearly Interval Fund - Series 1 - Growth Plan - Growth Option,,Income,DE,Regular,INF204K01M05,,15-Jan-2013,,5000.0,Y
Nippon Life India Asset Management Limited,120799,Nippon India Yearly Interval Fund - Series 1,Interval Fund,Income,Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Growth Plan - Growth Option,,Income,DE,Direct,INF204K01M39,,15-Jan-2013,,5000.0,Y
Nippon Life India Asset Management Limited,120800,Nippon India Yearly Interval Fund - Series 1,Interval Fund,Income,Nippon India Yearly Interval Fund - Series 1 - Direct Plan - Dividend Plan - Dividend Option,,Income,DE,Direct,INF204K01M47,INF204K01M54,15-Jan-2013,,5000.0,N
Nippon Life India Asset Management Limited,120802,Nippon India Yearly Interval Fund - Series 1,Interval Fund,Income,Nippon India Yearly Interval Fund - Series 1 - Dividend Plan - Dividend Option,,Income,DE,Regular,INF204K01M13,INF204K01M21,15-Jan-2013,,5000.0,N
ICICI Prudential Asset Management Company Limited,120812,ICICI Prudential Capital Protection Oriented Fund III - PLAN E - 60 Months,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund III - PLAN E - 60 Months - Dividend,,Income,DE,Regular,INF109K01K11,,17-Jan-2013,,5000.0,N
ICICI Prudential Asset Management Company Limited,120813,ICICI Prudential Capital Protection Oriented Fund III - PLAN E - 60 Months,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund III - PLAN E - 60 Months - Cumulative,,Income,DE,Regular,INF109K01K03,,17-Jan-2013,,5000.0,N
ICICI Prudential Asset Management Company Limited,120814,ICICI Prudential Capital Protection Oriented Fund III - PLAN E - 60 Months,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund III - PLAN E - 60 Months - Direct Plan - Cumulative,,Income,DE,Direct,INF109K01K29,,17-Jan-2013,,5000.0,N
ICICI Prudential Asset Management Company Limited,120815,ICICI Prudential Capital Protection Oriented Fund III - PLAN E - 60 Months,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund III - PLAN E - 60 Months - Direct Plan - Dividend,,Income,DE,Direct,INF109K01K37,,17-Jan-2013,,5000.0,N
Nippon Life India Asset Management Limited,120954,Reliance Yearly Interval Fund - Series 2,Open Ended,Income,Reliance Yearly Interval Fund - Series 2 - Direct Plan - Dividend Plan - Dividend Option,,Income,DE,Direct,INF204K01R83,INF204K01R91,01-Feb-2013,,5000.0,N
Nippon Life India Asset Management Limited,120955,Reliance Yearly Interval Fund - Series 2,Open Ended,Income,Reliance Yearly Interval Fund - Series 2 - Direct Plan - Growth Plan - Growth Option,,Income,DE,Direct,INF204K01R75,,01-Feb-2013,,5000.0,Y
Nippon Life India Asset Management Limited,120956,Reliance Yearly Interval Fund - Series 2,Open Ended,Income,Reliance Yearly Interval Fund - Series 2 - Growth Plan - Growth Option,,Income,DE,Regular,INF204K01R42,,01-Feb-2013,,5000.0,Y
Nippon Life India Asset Management Limited,120957,Reliance Yearly Interval Fund - Series 2,Open Ended,Income,Reliance Yearly Interval Fund - Series 2 - Dividend Plan - Dividend Option,,Income,DE,Regular,INF204K01R59,INF204K01R67,01-Feb-2013,,5000.0,N
ICICI Prudential Asset Management Company Limited,121087,ICICI Prudential Capital Protection Oriented Fund III - PLAN F - 36 Months,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund III - PLAN F - 36 Months - Direct Plan - Cumulative,,Income,DE,Direct,INF109K013F9,,12-Feb-2013,,5000.0,N
ICICI Prudential Asset Management Company Limited,121088,ICICI Prudential Capital Protection Oriented Fund III - PLAN F - 36 Months,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund III - PLAN F - 36 Months - Direct Plan - Dividend,,Income,DE,Direct,INF109K014F7,,12-Feb-2013,,5000.0,N
ICICI Prudential Asset Management Company Limited,121089,ICICI Prudential Capital Protection Oriented Fund III - PLAN F - 36 Months,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund III - PLAN F - 36 Months - Cumulative,,Income,DE,Regular,INF109K011F3,,12-Feb-2013,,5000.0,N
ICICI Prudential Asset Management Company Limited,121090,ICICI Prudential Capital Protection Oriented Fund III - PLAN F - 36 Months,Close Ended,Income,ICICI Prudential Capital Protection Oriented Fund III - PLAN F - 36 Months - Dividend,,Income,DE,Regular,INF109K012F1,,12-Feb-2013,,5000.0,N
Nippon Life India Asset Management Limited,121095,Reliance Dual Advantage Fixed Tenure Fund III - Plan A,Close Ended,Income,Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Direct Plan - Growth Option,,Income,DE,Direct,INF204K01M88,,14-Feb-2013,,5000.0,Y
Nippon Life India Asset Management Limited,121096,Reliance Dual Advantage Fixed Tenure Fund III - Plan A,Close Ended,Income,Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Direct Plan - Dividend Payout Option,,Income,DE,Direct,INF204K01M96,,14-Feb-2013,,5000.0,N
Nippon Life India Asset Management Limited,121097,Reliance Dual Advantage Fixed Tenure Fund III - Plan A,Close Ended,Income,Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Growth Option,,Income,DE,Regular,INF204K01M62,,14-Feb-2013,,5000.0,Y
Nippon Life India Asset Management Limited,121098,Reliance Dual Advantage Fixed Tenure Fund III - Plan A,Close Ended,Income,Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Dividend Payout Option,,Income,DE,Regular,INF204K01M70,,14-Feb-2013,,5000.0,N
SBI Funds Management Limited,121109,SBI S&P BSE SENSEX ETF,Open Ended,Other Scheme - Other  ETFs,SBI S&P BSE SENSEX ETF,Other,Other  ETFs,DE,Regular,INF200K01VT2,,09-Feb-2013,08-Mar-2013,5000.0,N
ICICI Prudential Asset Management Company Limited,121126,ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - A,Open Ended,Income,ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - A - Direct Plan - Dividend,,Income,DE,Direct,INF109K014G5,,14-Feb-2013,,5000.0,N
ICICI Prudential Asset Management Company Limited,121127,ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - A,Open Ended,Income,ICICI Prudential Interval Fund - Series VI - Annual Interval Plan - A - Direct Plan - Cumulative,,Income,DE,Direct,INF109K013G7,,14-Feb-2013,,5000.0,N
